Timestamp,Battery Level,Network Status,Power State,Bluetooth Connected,Location Enabled,Brightness,Total Usage Time
03/11/2024 03:35:53,100,wifi,full,Yes,Yes,3.92,0m 0s
03/11/2024 04:05:53,100,wifi,full,Yes,Yes,3.92,0m 0s
03/11/2024 04:35:53,100,wifi,full,Yes,Yes,3.92,0m 0s
03/11/2024 05:05:53,100,wifi,full,Yes,Yes,3.92,0m 0s
03/11/2024 05:35:53,100,wifi,full,Yes,Yes,3.92,0m 0s
03/11/2024 06:05:54,100,wifi,full,Yes,Yes,3.92,0m 0s
03/11/2024 06:36:03,100,wifi,full,Yes,Yes,3.92,0m 0s
03/11/2024 07:06:04,100,wifi,full,Yes,Yes,3.92,0m 3s
03/11/2024 07:36:25,100,wifi,unplugged,Yes,Yes,7.84,0m 0s
03/11/2024 08:06:26,99,wifi,unplugged,No,Yes,27.06,0m 52s
03/11/2024 08:36:26,94,wifi,unplugged,No,Yes,25.49,9m 54s
03/11/2024 09:07:10,91,wifi,unplugged,No,Yes,26.67,3m 16s
03/11/2024 09:37:11,86,wifi,unplugged,No,Yes,27.06,5m 35s
03/11/2024 10:07:11,83,wifi,unplugged,No,Yes,15.29,9m 56s
03/11/2024 10:37:11,80,wifi,unplugged,No,Yes,16.08,10m 41s
03/11/2024 11:07:30,76,wifi,unplugged,No,Yes,27.06,10m 40s
03/11/2024 11:37:30,75,wifi,unplugged,No,Yes,19.61,0m 31s
03/11/2024 12:07:30,68,wifi,unplugged,No,Yes,18.82,13m 59s
03/11/2024 12:37:31,61,wifi,unplugged,No,Yes,25.49,20m 42s
03/11/2024 13:07:31,53,wifi,unplugged,No,Yes,11.37,10m 0s
03/11/2024 13:37:31,50,cellular,unplugged,No,Yes,3.92,1m 10s
03/11/2024 14:07:34,47,wifi,unplugged,No,Yes,13.33,0m 29s
03/11/2024 14:38:08,45,wifi,unplugged,No,Yes,27.06,5m 3s
03/11/2024 15:08:25,41,cellular,unplugged,No,Yes,96.08,5m 24s
03/11/2024 15:38:25,36,cellular,unplugged,No,Yes,25.88,3m 58s
03/11/2024 16:08:35,32,cellular,unplugged,No,Yes,0.00,1m 50s
03/11/2024 16:38:39,28,cellular,unplugged,No,Yes,0.00,1m 9s
03/11/2024 17:11:26,27,cellular,unplugged,No,Yes,0.00,0m 0s
03/11/2024 17:44:15,25,cellular,unplugged,No,Yes,0.00,0m 24s
03/11/2024 18:17:49,24,none,unplugged,No,Yes,0.00,0m 0s
03/11/2024 18:52:07,23,none,unplugged,No,Yes,0.00,0m 32s
03/11/2024 19:22:19,21,none,unplugged,No,Yes,0.00,1m 2s
03/11/2024 19:52:19,17,wifi,unplugged,No,Yes,15.69,4m 2s
03/11/2024 20:24:03,12,wifi,unplugged,No,Yes,26.67,4m 54s
03/11/2024 20:54:31,10,wifi,unplugged,No,Yes,30.98,1m 21s
03/11/2024 21:25:02,8,wifi,unplugged,No,Yes,28.24,1m 53s
03/11/2024 21:55:02,9,wifi,unplugged,No,Yes,7.84,9m 43s
03/11/2024 22:25:02,19,wifi,charging,No,Yes,26.67,11m 33s
03/11/2024 22:55:03,42,wifi,unplugged,No,Yes,27.84,4m 6s
03/11/2024 23:25:03,41,wifi,unplugged,No,Yes,25.49,0m 0s
03/11/2024 23:55:03,33,wifi,unplugged,Yes,Yes,3.92,19m 36s
04/11/2024 00:25:17,29,wifi,unplugged,Yes,Yes,3.92,8m 27s
04/11/2024 00:55:17,28,wifi,unplugged,Yes,Yes,3.92,0m 0s
04/11/2024 01:27:43,27,wifi,unplugged,Yes,Yes,3.92,0m 0s
04/11/2024 01:58:13,27,wifi,unplugged,Yes,Yes,3.92,0m 0s
04/11/2024 02:28:55,25,wifi,unplugged,Yes,Yes,3.92,0m 0s
04/11/2024 03:02:30,25,wifi,unplugged,Yes,Yes,3.92,0m 0s
04/11/2024 03:32:34,25,wifi,unplugged,Yes,Yes,3.92,0m 0s
04/11/2024 04:15:25,24,wifi,unplugged,Yes,Yes,3.92,0m 0s
04/11/2024 04:51:11,23,wifi,unplugged,Yes,Yes,3.92,0m 0s
04/11/2024 05:21:41,22,wifi,unplugged,Yes,Yes,3.92,0m 0s
04/11/2024 05:52:32,22,wifi,unplugged,Yes,Yes,3.92,0m 51s
04/11/2024 06:25:37,21,wifi,unplugged,Yes,Yes,3.92,0m 0s
04/11/2024 06:55:42,19,wifi,unplugged,Yes,Yes,3.92,0m 0s
04/11/2024 07:30:11,19,wifi,unplugged,Yes,Yes,3.92,0m 0s
04/11/2024 08:02:44,19,wifi,unplugged,Yes,Yes,3.92,0m 0s
04/11/2024 08:32:45,13,wifi,unplugged,No,Yes,21.18,12m 43s
04/11/2024 09:02:45,14,wifi,charging,No,Yes,18.43,14m 19s
04/11/2024 09:32:45,28,wifi,charging,No,Yes,16.86,16m 44s
04/11/2024 10:02:46,37,wifi,charging,No,Yes,25.88,16m 36s
04/11/2024 10:32:46,64,wifi,charging,No,Yes,28.63,0m 42s
04/11/2024 11:02:46,63,wifi,unplugged,No,Yes,3.92,1m 19s
04/11/2024 11:35:01,62,wifi,unplugged,No,Yes,3.92,0m 0s
04/11/2024 12:05:01,58,wifi,unplugged,No,Yes,29.41,5m 24s
04/11/2024 12:35:39,57,wifi,unplugged,No,Yes,3.92,0m 0s
04/11/2024 13:05:39,54,wifi,unplugged,No,Yes,27.06,0m 29s
04/11/2024 13:35:49,49,wifi,unplugged,No,Yes,27.45,8m 6s
04/11/2024 14:05:49,43,wifi,unplugged,No,Yes,25.88,8m 45s
04/11/2024 14:35:57,38,wifi,unplugged,No,Yes,27.84,12m 41s
04/11/2024 15:05:57,33,wifi,unplugged,No,Yes,29.41,17m 30s
04/11/2024 15:35:57,31,wifi,unplugged,No,Yes,27.06,0m 8s
04/11/2024 16:05:58,25,wifi,unplugged,No,Yes,27.45,9m 18s
04/11/2024 16:35:58,22,wifi,unplugged,No,Yes,27.06,0m 38s
04/11/2024 17:06:10,19,cellular,unplugged,No,Yes,3.92,0m 19s
04/11/2024 17:36:12,18,wifi,unplugged,No,Yes,3.92,0m 0s
04/11/2024 18:06:43,17,wifi,unplugged,No,Yes,3.92,0m 0s
04/11/2024 18:37:33,15,wifi,unplugged,No,Yes,26.67,0m 27s
04/11/2024 19:07:34,10,wifi,unplugged,No,Yes,27.06,8m 5s
04/11/2024 19:37:34,13,wifi,charging,No,Yes,3.92,2m 53s
04/11/2024 20:07:34,27,wifi,unplugged,No,Yes,25.10,12m 30s
04/11/2024 20:37:35,20,wifi,unplugged,No,Yes,14.51,9m 56s
04/11/2024 21:07:38,13,wifi,unplugged,No,Yes,3.92,6m 2s
04/11/2024 21:37:38,18,wifi,charging,No,Yes,29.41,2m 38s
04/11/2024 22:07:38,59,wifi,charging,No,Yes,28.24,0m 0s
04/11/2024 22:38:25,80,wifi,unplugged,No,Yes,21.96,0m 56s
04/11/2024 23:08:25,75,wifi,unplugged,No,Yes,17.65,10m 45s
04/11/2024 23:38:40,71,wifi,unplugged,No,Yes,3.92,7m 56s
05/11/2024 00:08:41,64,wifi,unplugged,Yes,Yes,3.92,13m 4s
05/11/2024 00:39:40,62,wifi,unplugged,Yes,Yes,3.92,0m 43s
05/11/2024 01:10:18,61,wifi,unplugged,Yes,Yes,3.92,0m 3s
05/11/2024 01:40:19,60,wifi,unplugged,Yes,Yes,3.92,0m 22s
05/11/2024 02:10:21,58,wifi,unplugged,No,Yes,3.92,1m 21s
05/11/2024 02:40:33,58,wifi,unplugged,No,Yes,3.92,0m 26s
05/11/2024 03:12:29,57,wifi,unplugged,No,Yes,3.92,0m 6s
05/11/2024 03:42:29,57,wifi,unplugged,No,Yes,3.92,0m 6s
05/11/2024 04:12:43,56,wifi,unplugged,No,Yes,3.92,0m 0s
05/11/2024 04:43:19,56,wifi,unplugged,No,Yes,3.92,0m 8s
05/11/2024 05:16:19,55,wifi,unplugged,No,Yes,27.06,0m 42s
05/11/2024 05:46:19,53,cellular,unplugged,No,Yes,3.92,2m 18s
05/11/2024 06:16:19,46,wifi,unplugged,No,Yes,5.10,5m 40s
05/11/2024 06:46:19,45,wifi,unplugged,No,Yes,26.27,0m 6s
05/11/2024 07:16:19,52,wifi,charging,No,Yes,29.80,0m 53s
05/11/2024 07:46:37,70,wifi,charging,No,Yes,28.63,4m 32s
05/11/2024 08:16:38,82,wifi,unplugged,No,Yes,17.25,0m 0s
05/11/2024 08:46:38,81,cellular,charging,No,Yes,100.00,2m 32s
05/11/2024 09:16:38,82,cellular,charging,No,Yes,100.00,0m 13s
05/11/2024 09:46:38,79,cellular,unplugged,No,Yes,3.92,2m 37s
05/11/2024 10:17:42,75,wifi,unplugged,No,Yes,26.27,2m 10s
05/11/2024 10:48:55,74,wifi,unplugged,No,Yes,27.06,3m 31s
05/11/2024 11:19:16,74,wifi,unplugged,No,Yes,18.82,0m 0s
05/11/2024 11:49:16,70,wifi,unplugged,No,Yes,29.41,9m 45s
05/11/2024 12:19:16,66,wifi,unplugged,No,Yes,27.06,0m 9s
05/11/2024 12:49:16,65,wifi,unplugged,No,Yes,5.10,0m 3s
05/11/2024 13:19:23,64,wifi,unplugged,No,Yes,3.92,0m 0s
05/11/2024 13:49:31,64,wifi,unplugged,No,Yes,3.92,0m 0s
05/11/2024 14:19:31,63,wifi,unplugged,No,Yes,29.41,0m 0s
05/11/2024 14:49:31,59,wifi,unplugged,No,Yes,27.45,10m 8s
05/11/2024 15:19:32,56,wifi,unplugged,No,Yes,31.37,10m 7s
05/11/2024 15:49:32,50,cellular,unplugged,No,Yes,20.00,6m 29s
05/11/2024 16:19:59,46,cellular,unplugged,No,Yes,25.88,1m 40s
05/11/2024 16:49:59,41,cellular,charging,No,Yes,26.27,21m 41s
05/11/2024 17:19:59,39,cellular,charging,No,Yes,14.51,17m 51s
05/11/2024 17:49:59,39,cellular,charging,No,Yes,26.27,2m 25s
05/11/2024 18:20:00,38,cellular,unplugged,No,Yes,9.80,6m 26s
05/11/2024 18:50:00,30,cellular,unplugged,No,Yes,7.84,7m 48s
05/11/2024 19:20:00,22,cellular,unplugged,No,Yes,26.27,6m 10s
05/11/2024 19:50:01,16,wifi,unplugged,No,Yes,3.92,3m 36s
05/11/2024 20:20:01,13,wifi,unplugged,No,Yes,26.67,6m 9s
05/11/2024 20:50:02,7,wifi,unplugged,No,Yes,7.84,2m 48s
08/11/2024 02:43:32,48,wifi,unplugged,No,Yes,25.10,1m 23s
08/11/2024 03:13:32,45,wifi,unplugged,No,Yes,24.31,6m 46s
08/11/2024 03:43:38,44,wifi,unplugged,No,Yes,27.06,0m 2s
08/11/2024 04:13:53,43,wifi,unplugged,No,Yes,27.06,0m 0s
08/11/2024 04:43:54,40,wifi,unplugged,No,Yes,14.90,3m 23s
08/11/2024 05:13:54,36,wifi,unplugged,No,Yes,28.63,6m 17s
08/11/2024 05:43:54,33,wifi,unplugged,No,Yes,26.67,6m 11s
08/11/2024 06:14:34,33,wifi,unplugged,No,Yes,20.39,0m 4s
08/11/2024 06:44:34,39,cellular,charging,No,Yes,31.76,0m 29s
08/11/2024 07:14:36,38,cellular,unplugged,No,Yes,9.80,13m 5s
08/11/2024 07:44:36,33,cellular,unplugged,No,Yes,26.27,7m 7s
08/11/2024 08:15:25,31,cellular,unplugged,No,Yes,26.27,0m 0s
08/11/2024 08:49:37,30,cellular,unplugged,No,Yes,5.10,0m 0s
08/11/2024 09:22:02,29,cellular,unplugged,No,Yes,3.92,0m 0s
08/11/2024 09:52:02,28,cellular,unplugged,No,Yes,25.10,0m 19s
08/11/2024 10:22:03,24,cellular,unplugged,No,Yes,27.06,2m 49s
08/11/2024 10:52:12,21,cellular,unplugged,No,Yes,31.37,0m 0s
08/11/2024 11:22:53,17,cellular,unplugged,No,Yes,31.37,12m 48s
08/11/2024 11:52:53,26,wifi,charging,No,Yes,27.84,13m 3s
08/11/2024 12:22:53,28,wifi,unplugged,No,Yes,31.37,20m 19s
08/11/2024 12:52:53,23,cellular,unplugged,No,Yes,100.00,1m 33s
08/11/2024 13:23:09,21,cellular,unplugged,No,Yes,59.61,0m 4s
08/11/2024 13:53:10,17,cellular,unplugged,No,Yes,30.59,0m 3s
08/11/2024 14:23:10,16,cellular,charging,No,Yes,56.47,0m 30s
08/11/2024 14:53:10,12,wifi,unplugged,No,Yes,20.78,4m 23s
08/11/2024 15:23:10,22,wifi,charging,No,Yes,26.67,11m 29s
08/11/2024 15:53:27,32,wifi,unplugged,No,Yes,3.92,0m 0s
08/11/2024 16:24:00,31,wifi,unplugged,No,Yes,3.92,0m 0s
08/11/2024 16:55:08,29,wifi,unplugged,No,Yes,3.92,0m 0s
08/11/2024 17:25:08,28,wifi,unplugged,No,Yes,26.67,0m 21s
08/11/2024 17:55:19,27,wifi,unplugged,No,Yes,26.67,0m 0s
08/11/2024 18:25:20,26,wifi,unplugged,No,Yes,3.92,0m 0s
08/11/2024 18:55:20,21,wifi,unplugged,No,Yes,28.24,6m 1s
08/11/2024 19:25:20,15,wifi,unplugged,No,Yes,28.24,10m 6s
08/11/2024 19:55:20,36,wifi,charging,No,Yes,26.27,2m 35s
08/11/2024 20:25:21,59,wifi,unplugged,No,Yes,26.67,1m 39s
08/11/2024 20:55:21,52,wifi,unplugged,No,Yes,25.49,5m 41s
08/11/2024 21:25:31,50,wifi,unplugged,No,Yes,18.43,0m 40s
08/11/2024 21:55:31,43,wifi,unplugged,No,Yes,3.92,10m 27s
08/11/2024 22:25:31,43,cellular,charging,No,Yes,3.92,4m 35s
08/11/2024 22:55:32,42,cellular,charging,No,Yes,3.92,15m 23s
08/11/2024 23:25:32,37,wifi,unplugged,No,Yes,30.59,7m 24s
08/11/2024 23:55:32,34,wifi,unplugged,No,Yes,28.24,3m 24s
09/11/2024 00:25:32,29,wifi,unplugged,No,Yes,26.27,4m 2s
09/11/2024 00:58:17,24,wifi,unplugged,No,Yes,26.27,3m 17s
09/11/2024 01:28:17,24,wifi,unplugged,No,Yes,26.67,0m 0s
09/11/2024 01:58:17,20,wifi,unplugged,Yes,Yes,3.92,11m 7s
09/11/2024 02:28:26,15,wifi,unplugged,Yes,Yes,3.92,13m 57s
09/11/2024 02:58:37,13,wifi,unplugged,Yes,Yes,3.92,4m 38s
09/11/2024 03:30:00,13,wifi,unplugged,Yes,Yes,3.92,0m 10s
09/11/2024 04:00:00,11,wifi,unplugged,Yes,Yes,3.92,5m 2s
09/11/2024 04:30:01,11,wifi,unplugged,Yes,Yes,3.92,0m 0s
09/11/2024 05:00:01,10,wifi,unplugged,Yes,Yes,3.92,0m 54s
09/11/2024 05:30:01,9,wifi,unplugged,Yes,Yes,3.92,0m 8s
09/11/2024 06:00:01,8,wifi,unplugged,Yes,Yes,3.92,0m 21s
09/11/2024 06:30:02,8,wifi,charging,Yes,Yes,28.63,0m 19s
09/11/2024 07:00:02,22,wifi,charging,No,Yes,19.61,7m 21s
09/11/2024 07:30:02,27,wifi,unplugged,No,Yes,7.84,6m 35s
09/11/2024 08:00:03,24,cellular,charging,No,Yes,100.00,16m 49s
09/11/2024 08:30:03,21,cellular,unplugged,No,Yes,27.45,3m 50s
09/11/2024 09:00:20,18,cellular,unplugged,No,Yes,3.92,0m 0s
09/11/2024 09:30:39,18,cellular,unplugged,No,Yes,3.92,0m 0s
09/11/2024 10:18:45,17,cellular,unplugged,No,Yes,3.92,0m 0s
09/11/2024 10:48:45,12,none,charging,Yes,Yes,100.00,0m 34s
11/11/2024 08:05:23,65,cellular,unplugged,No,Yes,100.00,5m 45s
11/11/2024 08:35:23,61,cellular,unplugged,No,Yes,100.00,4m 21s
11/11/2024 09:06:39,59,cellular,unplugged,No,Yes,18.43,0m 3s
11/11/2024 09:36:39,58,cellular,unplugged,No,Yes,18.43,0m 0s
11/11/2024 10:06:40,55,cellular,unplugged,No,Yes,29.02,2m 44s
11/11/2024 10:36:40,50,cellular,unplugged,No,Yes,26.67,6m 4s
11/11/2024 11:06:47,44,cellular,unplugged,No,Yes,3.92,1m 56s
11/11/2024 11:37:16,41,cellular,unplugged,No,Yes,9.80,2m 2s
11/11/2024 12:07:16,37,cellular,charging,No,Yes,35.29,2m 49s
11/11/2024 12:37:16,34,cellular,unplugged,No,Yes,31.37,0m 42s
11/11/2024 13:07:16,29,cellular,unplugged,No,Yes,3.92,13m 27s
11/11/2024 13:37:22,26,cellular,unplugged,No,Yes,3.92,0m 0s
11/11/2024 14:07:22,23,cellular,unplugged,No,Yes,3.92,3m 5s
11/11/2024 14:37:23,21,cellular,unplugged,No,Yes,36.47,3m 11s
11/11/2024 15:07:32,18,cellular,unplugged,No,Yes,100.00,2m 14s
11/11/2024 15:37:32,13,cellular,unplugged,No,Yes,31.37,6m 43s
11/11/2024 16:07:33,18,cellular,charging,No,Yes,3.92,9m 19s
11/11/2024 16:38:07,16,cellular,unplugged,No,Yes,3.92,5m 0s
11/11/2024 17:08:07,12,cellular,unplugged,No,Yes,41.18,4m 30s
11/11/2024 17:38:07,6,cellular,unplugged,No,Yes,32.16,2m 26s
12/11/2024 09:34:08,15,cellular,unplugged,No,Yes,28.24,3m 55s
12/11/2024 10:04:31,10,cellular,unplugged,No,Yes,3.92,5m 21s
12/11/2024 10:34:46,8,cellular,unplugged,No,Yes,30.98,0m 2s
12/11/2024 11:04:46,6,cellular,unplugged,No,Yes,25.49,1m 21s
12/11/2024 11:35:11,21,cellular,unplugged,No,Yes,29.41,1m 46s
12/11/2024 12:05:11,17,cellular,unplugged,No,Yes,26.67,4m 42s
12/11/2024 12:35:12,8,cellular,unplugged,No,Yes,31.37,20m 45s
12/11/2024 13:05:12,20,cellular,charging,No,Yes,31.37,7m 38s
12/11/2024 13:35:12,57,cellular,unplugged,No,Yes,32.16,0m 4s
12/11/2024 14:06:11,56,cellular,unplugged,No,Yes,32.16,0m 0s
12/11/2024 14:36:53,55,cellular,unplugged,No,Yes,3.92,0m 0s
12/11/2024 15:06:53,52,cellular,unplugged,No,Yes,30.98,0m 37s
12/11/2024 15:37:11,44,cellular,unplugged,No,Yes,31.37,7m 25s
12/11/2024 16:07:11,40,cellular,unplugged,No,Yes,46.67,2m 13s
12/11/2024 16:37:13,38,cellular,unplugged,No,Yes,3.92,0m 3s
12/11/2024 17:07:13,34,cellular,charging,No,Yes,32.16,2m 59s
12/11/2024 17:37:14,32,cellular,charging,No,Yes,25.88,19m 6s
12/11/2024 18:07:14,31,wifi,unplugged,No,Yes,3.92,3m 37s
12/11/2024 18:37:14,25,wifi,unplugged,No,Yes,9.80,10m 32s
12/11/2024 19:07:14,21,wifi,unplugged,No,Yes,28.63,2m 31s
12/11/2024 19:37:15,17,cellular,unplugged,No,Yes,28.63,1m 14s
12/11/2024 20:07:15,14,wifi,unplugged,No,Yes,28.63,2m 13s
12/11/2024 20:37:30,12,wifi,unplugged,No,Yes,27.84,1m 8s
12/11/2024 21:07:33,11,wifi,unplugged,No,Yes,27.45,0m 0s
12/11/2024 21:37:33,7,wifi,charging,No,Yes,30.20,12m 57s
12/11/2024 22:07:48,16,wifi,unplugged,No,Yes,27.06,9m 53s
12/11/2024 22:38:07,29,wifi,unplugged,No,Yes,3.92,2m 36s
12/11/2024 23:08:07,37,wifi,unplugged,Yes,Yes,3.92,13m 54s
12/11/2024 23:38:54,36,wifi,unplugged,Yes,Yes,3.92,0m 7s
13/11/2024 00:08:54,35,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 00:39:04,35,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 01:09:45,35,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 01:40:05,34,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 02:10:30,33,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 02:40:31,33,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 03:10:33,33,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 03:40:54,32,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 04:10:56,31,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 04:41:18,31,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 05:11:18,42,wifi,charging,Yes,Yes,3.92,0m 17s
13/11/2024 05:41:32,68,wifi,charging,Yes,Yes,3.92,0m 2s
13/11/2024 06:11:33,82,wifi,unplugged,No,Yes,3.92,3m 38s
13/11/2024 06:41:33,89,cellular,unplugged,Yes,Yes,40.00,2m 17s
13/11/2024 07:11:33,81,cellular,unplugged,Yes,Yes,31.76,6m 8s
13/11/2024 07:41:33,75,cellular,unplugged,Yes,Yes,56.08,3m 12s
13/11/2024 08:11:34,71,cellular,unplugged,No,Yes,31.76,1m 7s
13/11/2024 08:41:35,65,cellular,unplugged,No,Yes,31.76,7m 42s
13/11/2024 09:11:35,62,cellular,unplugged,No,Yes,100.00,1m 19s
13/11/2024 09:41:35,58,cellular,unplugged,No,Yes,30.98,5m 11s
13/11/2024 10:11:36,49,cellular,unplugged,No,Yes,18.04,9m 53s
13/11/2024 10:41:36,40,cellular,unplugged,No,Yes,25.88,9m 41s
13/11/2024 11:11:38,36,cellular,unplugged,No,Yes,46.67,0m 0s
13/11/2024 11:41:38,34,cellular,unplugged,No,Yes,32.16,1m 36s
13/11/2024 12:11:39,29,cellular,unplugged,No,Yes,30.98,4m 55s
13/11/2024 12:41:39,24,cellular,unplugged,No,Yes,3.92,4m 53s
13/11/2024 13:11:39,19,cellular,unplugged,No,Yes,28.63,4m 6s
13/11/2024 13:41:39,16,cellular,unplugged,No,Yes,30.98,2m 5s
13/11/2024 14:11:57,13,cellular,unplugged,No,Yes,3.92,0m 0s
13/11/2024 14:41:57,9,wifi,unplugged,Yes,Yes,9.80,0m 25s
13/11/2024 15:11:57,21,wifi,charging,No,Yes,3.92,4m 25s
13/11/2024 15:41:57,33,wifi,unplugged,Yes,Yes,3.92,12m 56s
13/11/2024 16:11:58,31,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 16:41:58,29,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 17:11:58,27,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 17:41:59,24,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 18:11:59,21,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 18:41:59,19,wifi,unplugged,Yes,Yes,3.92,0m 0s
13/11/2024 19:11:59,18,wifi,unplugged,No,Yes,3.92,0m 0s
13/11/2024 19:42:46,17,wifi,unplugged,No,Yes,3.92,0m 0s
13/11/2024 20:12:47,10,wifi,unplugged,No,Yes,27.06,9m 57s
13/11/2024 20:42:47,8,wifi,unplugged,No,Yes,27.06,3m 29s
13/11/2024 21:12:53,20,wifi,unplugged,No,Yes,13.73,5m 48s
13/11/2024 21:42:54,16,wifi,unplugged,No,Yes,13.73,6m 4s
13/11/2024 22:12:56,11,wifi,unplugged,No,Yes,21.96,8m 19s
13/11/2024 22:42:56,8,wifi,unplugged,No,Yes,15.29,2m 34s
13/11/2024 23:12:56,7,wifi,unplugged,No,Yes,26.27,0m 0s
13/11/2024 23:43:00,34,wifi,charging,No,Yes,27.45,0m 45s
14/11/2024 00:13:01,68,wifi,charging,No,Yes,27.06,0m 0s
14/11/2024 00:43:01,94,wifi,charging,No,Yes,27.45,0m 0s
14/11/2024 01:13:01,92,wifi,unplugged,Yes,Yes,9.41,3m 38s
14/11/2024 01:43:10,91,wifi,unplugged,Yes,Yes,9.41,0m 0s
14/11/2024 02:13:11,91,wifi,unplugged,Yes,Yes,9.41,0m 0s
14/11/2024 02:43:18,90,wifi,unplugged,Yes,Yes,9.41,0m 0s
14/11/2024 03:13:24,90,wifi,unplugged,Yes,Yes,9.41,0m 0s
14/11/2024 03:43:30,88,wifi,unplugged,Yes,Yes,9.41,0m 0s
14/11/2024 04:15:04,88,wifi,unplugged,Yes,Yes,9.41,0m 0s
14/11/2024 04:45:05,88,wifi,unplugged,Yes,Yes,9.41,0m 0s
14/11/2024 05:15:15,87,wifi,unplugged,Yes,Yes,9.41,0m 0s
14/11/2024 05:45:34,87,wifi,unplugged,Yes,Yes,9.41,0m 0s
14/11/2024 06:15:35,85,wifi,unplugged,Yes,Yes,9.41,1m 55s
14/11/2024 06:45:55,84,wifi,unplugged,Yes,Yes,9.41,0m 0s
14/11/2024 07:16:07,84,wifi,unplugged,Yes,Yes,9.41,0m 0s
14/11/2024 07:46:07,82,wifi,unplugged,No,Yes,9.41,6m 23s
14/11/2024 08:16:08,75,wifi,unplugged,No,Yes,12.55,6m 56s
14/11/2024 08:46:08,68,wifi,unplugged,No,Yes,27.06,9m 29s
14/11/2024 09:16:08,62,wifi,unplugged,No,Yes,25.88,15m 58s
14/11/2024 12:26:05,53,cellular,charging,No,Yes,91.76,5m 18s
14/11/2024 12:56:05,53,cellular,unplugged,No,Yes,100.00,0m 56s
14/11/2024 13:26:05,48,cellular,unplugged,No,Yes,31.76,3m 15s
14/11/2024 13:56:05,44,cellular,unplugged,No,Yes,30.20,3m 0s
14/11/2024 14:26:07,41,cellular,unplugged,No,Yes,27.45,0m 0s
14/11/2024 14:56:07,36,wifi,unplugged,No,Yes,36.86,6m 50s
14/11/2024 15:26:08,29,wifi,unplugged,No,Yes,31.37,13m 27s
14/11/2024 15:56:09,26,cellular,unplugged,No,Yes,3.92,1m 15s
14/11/2024 16:26:10,22,cellular,charging,No,Yes,31.37,2m 36s
14/11/2024 16:56:10,21,cellular,charging,No,Yes,69.02,3m 34s
14/11/2024 17:26:10,21,cellular,charging,No,Yes,30.98,8m 12s
14/11/2024 17:56:10,19,wifi,unplugged,No,Yes,18.04,2m 9s
14/11/2024 18:26:10,10,wifi,unplugged,No,Yes,15.29,5m 26s
14/11/2024 18:56:10,11,wifi,charging,No,Yes,16.86,6m 47s
14/11/2024 19:26:11,27,wifi,unplugged,No,Yes,13.73,8m 24s
14/11/2024 19:56:11,22,cellular,charging,No,Yes,3.92,6m 2s
14/11/2024 20:26:11,16,cellular,unplugged,No,Yes,16.08,6m 32s
14/11/2024 20:56:11,11,cellular,charging,No,Yes,5.49,5m 40s
14/11/2024 21:26:12,5,cellular,charging,No,Yes,3.92,3m 57s
14/11/2024 21:56:12,15,wifi,charging,No,Yes,9.80,9m 7s
14/11/2024 22:26:12,45,wifi,unplugged,No,Yes,3.92,0m 0s
14/11/2024 22:56:12,55,wifi,charging,Yes,Yes,13.33,7m 33s
14/11/2024 23:26:12,69,wifi,charging,Yes,Yes,3.92,0m 0s
14/11/2024 23:56:12,85,wifi,charging,Yes,Yes,3.92,0m 0s
15/11/2024 00:26:13,98,wifi,charging,Yes,Yes,3.92,0m 0s
15/11/2024 00:56:13,100,wifi,full,Yes,Yes,3.92,0m 0s
15/11/2024 01:26:13,100,wifi,full,Yes,Yes,3.92,0m 0s
15/11/2024 01:56:14,100,wifi,full,Yes,Yes,3.92,0m 0s
15/11/2024 02:26:14,100,wifi,full,Yes,Yes,3.92,0m 0s
15/11/2024 02:56:14,100,wifi,full,Yes,Yes,3.92,0m 0s
15/11/2024 03:26:15,100,wifi,full,Yes,Yes,3.92,0m 0s
15/11/2024 03:56:54,99,wifi,unplugged,Yes,Yes,3.92,16m 51s
15/11/2024 04:28:23,98,wifi,unplugged,Yes,Yes,3.92,0m 0s
15/11/2024 04:59:09,98,wifi,unplugged,Yes,Yes,3.92,0m 0s
15/11/2024 05:29:56,97,wifi,unplugged,Yes,Yes,3.92,0m 0s
15/11/2024 05:59:57,96,wifi,unplugged,Yes,Yes,3.92,0m 0s
15/11/2024 06:30:40,100,wifi,unplugged,Yes,Yes,3.92,0m 7s
15/11/2024 07:00:40,100,wifi,unplugged,Yes,Yes,3.92,0m 0s
